414.0758,168.3394,336.3403,1,375.5151,182.4456,354.0697,1,290.4121,123.8169,381.7483,1,168.3992,217.818,362.0373,1,69.2827,177.406,362.9768,1,-89.6264,109.3795,369.2816,1,415.9956,-48.8463,377.3196,1,133.4234,104.476,370.489,1,129.3762,52.7445,375.9038,1,-5.0451,164.8069,357.2059,1,417.3503,87.4013,331.2652,1,127.0532,12.6383,375.9788,1,414.0758,168.3394,336.3403,1,451.3709,185.5146,354.0697,1,540.9319,133.9522,381.7483,1,654.9524,237.5027,362.0373,1,757.0095,205.2296,362.9768,1,920.8947,150.2624,369.2816,1,429.707,-48.2916,377.3196,1,698.9699,127.3565,370.489,1,707.1829,76.121,375.9038,1,832.1123,198.676,357.2059,1,417.3503,87.4013,331.2652,1,712.7382,36.3336,375.9788,1
413.892,168.3122,338.3322,1,376.4732,181.6059,355.3825,1,289.9129,123.714,381.1015,1,171.3658,220.722,358.6493,1,70.2832,178.0265,358.183,1,-87.7873,108.4521,359.895,1,415.8119,-48.8735,379.3115,1,132.7071,104.7507,367.7372,1,129.6732,53.4625,373.2934,1,-3.5373,162.5565,349.019,1,418.1912,86.5278,332.6446,1,127.7761,11.9997,375.2153,1,413.892,168.3122,338.3322,1,449.7108,185.4558,355.3825,1,541.8637,136.9583,381.1015,1,649.5867,245.8606,358.6493,1,754.5887,213.9984,358.183,1,919.0824,161.3802,359.895,1,434.7535,-47.8778,379.3115,1,700.1913,134.5816,367.7372,1,708.5858,83.8941,373.2934,1,829.6242,206.3533,349.019,1,418.1912,86.5278,332.6446,1,714.8196,42.8588,375.2153,1
414.0006,167.2498,338.4963,1,375.9246,181.1934,357.0251,1,291.2677,121.7718,378.5837,1,172.1981,218.827,356.2076,1,71.5864,177.8186,353.8481,1,-86.2664,110.5345,351.1609,1,415.9204,-49.9359,379.4756,1,133.1179,105.3717,365.3056,1,129.7872,53.4827,370.4576,1,-3.7246,167.0287,347.6581,1,417.8404,86.413,334.6994,1,128.6384,9.4648,374.9461,1,414.0006,167.2498,338.4963,1,450.5834,184.7397,357.0251,1,540.4916,133.61,378.5837,1,649.8255,241.5146,356.2076,1,753.8712,210.2275,353.8481,1,917.391,158.2088,351.1609,1,432.6758,-49.14,379.4756,1,699.4838,132.2744,365.3056,1,707.718,80.9347,370.4576,1,829.8659,206.6247,347.6581,1,417.8404,86.413,334.6994,1,713.0339,37.2239,374.9461,1
414.2871,165.9046,338.8467,1,376.4699,180.1506,358.1656,1,290.8965,123.3797,382.6629,1,174.439,218.5758,352.5088,1,72.7911,178.3034,348.3623,1,-87.512,111.4839,349.3987,1,416.2069,-51.2811,379.826,1,133.8618,103.4673,362.9512,1,130.2133,53.5045,368.0459,1,-2.0778,165.4377,339.0359,1,417.5554,85.1926,336.9826,1,128.0327,8.3651,373.6455,1,414.2871,165.9046,338.8467,1,450.8286,183.1616,358.1656,1,540.712,133.4957,382.6629,1,649.0911,237.7962,352.5088,1,753.6625,205.8744,348.3623,1,918.8434,152.2349,349.3987,1,429.9341,-50.7252,379.826,1,698.8426,126.3455,362.9512,1,706.5188,76.8413,368.0459,1,829.3265,199.1043,339.0359,1,417.5554,85.1926,336.9826,1,712.342,32.0259,373.6455,1
414.1186,166.1845,340.598,1,377.397,181.566,358.9121,1,292.5144,121.605,380.2413,1,175.9213,216.8041,350.1197,1,74.2453,178.3961,344.0021,1,-85.9948,110.6461,343.0072,1,416.0384,-51.0012,381.5773,1,132.9206,105.0904,358.8556,1,130.5105,53.5649,364.6931,1,-0.56147,166.7552,334.0644,1,417.7018,84.6254,338.668,1,128.7058,8.1371,370.5837,1,414.1186,166.1845,340.598,1,449.3497,184.7272,358.9121,1,539.1637,132.4413,380.2413,1,646.9588,237.4986,350.1197,1,751.6114,208.1555,344.0021,1,917.1756,154.7194,343.0072,1,431.2531,-50.3327,381.5773,1,699.5909,129.9865,358.8556,1,706.5105,78.8709,364.6931,1,827.1508,203.1199,334.0644,1,417.7018,84.6254,338.668,1,712.2922,33.7764,370.5837,1
414.6667,166.3466,342.6789,1,378.1042,180.6087,360.1286,1,291.2584,123.0826,381.3249,1,176.7842,218.0745,342.2758,1,75.9523,178.8419,338.8879,1,-82.8922,111.4309,332.7619,1,416.5865,-50.8391,383.6582,1,133.1718,103.918,356.2069,1,131.1056,53.5825,361.3745,1,1.0498,166.9252,327.0781,1,417.6614,84.3734,340.6684,1,127.9238,9.5291,366.7296,1,414.6667,166.3466,342.6789,1,450.0909,183.2386,360.1286,1,540.9029,132.203,381.3249,1,648.1403,235.2949,342.2758,1,751.5663,203.5245,338.8879,1,914.9063,147.8841,332.7619,1,428.6,-50.4002,383.6582,1,699.9665,124.6251,356.2069,1,705.7002,74.5745,361.3745,1,827.1387,197.1052,327.0781,1,417.6614,84.3734,340.6684,1,712.0881,30.8708,366.7296,1
414.7544,166.4749,344.8669,1,377.5595,181.584,360.3144,1,293.5104,121.2663,381.7991,1,176.7897,219.533,340.2064,1,77.66,178.6797,332.9973,1,-82.982,113.3433,326.8791,1,416.6742,-50.7108,385.8462,1,133.9209,103.6799,353.1385,1,131.6399,54.1145,358.6278,1,2.7681,167.1149,320.1311,1,418.1049,84.2364,342.5424,1,128.6309,9.5491,363.9907,1,414.7544,166.4749,344.8669,1,450.597,184.5596,360.3144,1,539.2742,131.2788,381.7991,1,647.6145,238.7146,340.2064,1,749.7389,206.0605,332.9973,1,915.1634,154.0082,326.8791,1,430.5081,-50.1472,385.8462,1,699.7653,126.7327,353.1385,1,706.0707,77.5171,358.6278,1,825.3233,200.6261,320.1311,1,418.1049,84.2364,342.5424,1,712.695,33.3441,363.9907,1
415.1211,165.431,344.965,1,378.2681,180.9775,361.8747,1,292.1921,121.1193,381.112,1,178.3186,220.8191,338.0853,1,79.7125,179.1543,328.2367,1,-82.3345,115.8284,318.4395,1,417.0409,-51.7547,385.9443,1,134.7544,103.964,349.696,1,132.0865,54.1417,355.2422,1,4.7344,167.8444,312.847,1,418.4174,84.3203,343.7928,1,127.8632,10.2477,360.1166,1,415.1211,165.431,344.965,1,450.5911,183.9167,361.8747,1,541.2404,131.2405,381.112,1,646.6482,239.8519,338.0853,1,748.3101,206.3259,328.2367,1,914.9613,156.3583,318.4395,1,430.8313,-51.1943,385.9443,1,699.551,126.9172,349.696,1,706.2529,77.4757,355.2422,1,823.9586,201.1376,312.847,1,418.4174,84.3203,343.7928,1,714.0241,34.0692,360.1166,1
415.7568,165.5779,347.0375,1,379.1487,180.7961,363.8615,1,292.5642,121.1281,383.4358,1,179.7531,220.6998,337.2971,1,81.6039,179.1587,321.8815,1,-79.2609,116.6254,308.3514,1,417.6766,-51.6078,388.0168,1,136.0593,103.6392,345.6394,1,132.5684,54.3249,351.8102,1,7.7461,168.748,305.1798,1,418.3764,83.5694,345.7268,1,127.9646,10.3528,356.7534,1,415.7568,165.5779,347.0375,1,451.3191,183.1014,363.8615,1,541.5351,129.081,383.4358,1,647.7615,235.6493,337.2971,1,748.3617,200.4569,321.8815,1,912.8895,148.3175,308.3514,1,427.7018,-51.2876,388.0168,1,698.837,121.6159,345.6394,1,705.4681,72.625,351.8102,1,822.7334,194.781,305.1798,1,418.3764,83.5694,345.7268,1,712.8688,29.0363,356.7534,1
415.1737,165.9258,348.806,1,378.2992,179.9249,365.0679,1,292.5804,119.2685,380.966,1,182.0125,218.8373,334.9157,1,83.6145,180.1174,317.2067,1,-79.0471,116.9618,300.8886,1,417.0935,-51.2599,389.7853,1,137.2003,103.088,342.0397,1,133.0851,54.3273,347.979,1,9.668,169.1181,298.2456,1,418.7929,83.5689,347.5086,1,128.2237,10.2764,352.9488,1,415.1737,165.9258,348.806,1,450.6779,183.1057,365.0679,1,541.3872,130.2024,380.966,1,642.7945,239.0867,334.9157,1,744.2098,209.1477,317.2067,1,911.7844,160.5045,300.8886,1,432.3132,-50.5911,389.7853,1,697.5877,127.7145,342.0397,1,705.9644,79.5029,347.979,1,818.836,204.6775,298.2456,1,418.7929,83.5689,347.5086,1,714.6713,36.0482,352.9488,1
